49;Legion;8,3;https://www.imdb.com/title/tt5114356;https://m.media-amazon.com/images/M/MV5BNmYxMjM5MzMtNTczZC00MGM3LTk2MTQtZmNmMTg4ZDI4ZTkxXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_SY1000_CR0,0,666,1000_AL_.jpg;1;8;8;False;;On Hold
50;Limitless;7,7;https://www.imdb.com/title/tt4422836;https://m.media-amazon.com/images/M/MV5BMTA4ODE4NjA5ODleQTJeQWpwZ15BbWU4MDUxMTQ0NTYx._V1_UX182_CR0,0,182,268_AL_.jpg;1;22;22;False;;Completed
51;Locke && Key;7,4;https://www.imdb.com/title/tt3007572;https://m.media-amazon.com/images/M/MV5BNjZkNzY4M2ItOWY0Ni00Y2ViLWE1NjItOTIyYzZjMzg5M2E1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg;1;10;0;False;;Hmmm
52;Loki;0;https://www.imdb.com/title/tt9140554/;https://m.media-amazon.com/images/M/MV5BODBjMGQ4N2ItNDVjOS00YTc5LTg0MjMtMGZmN2NkNjUyMDkzXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UY268_CR3,0,182,268_AL_.jpg;1;0;0;False;;Not Aired Yet
53;Looking for Alaska;8,2;https://www.imdb.com/title/tt3829868;https://m.media-amazon.com/images/M/MV5BZjNjYzk0YjQtOWU2NS00ZjM2LWIwYmUtNmJlYTg2ZjM3ODFhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg;1;8;8;False;;Completed
54;Lucifer;8,2;https://www.imdb.com/title/tt4052886/;https://m.media-amazon.com/images/M/MV5BZTA2NTBkYWUtMzM4Zi00YzhlLTk4NWItY2U1ODczNDMyNDAzXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg;4;10;10;False;;Season Completed
55;Luke Cage;7,3;https://www.imdb.com/title/tt3322314;https://m.media-amazon.com/images/M/MV5BMTcyMzc1MjI5MF5BMl5BanBnXkFtZTgwMzE4ODY2OTE@._V1_SY1000_CR0,0,704,1000_AL_.jpg;1;13;13;False;;Season Completed
56;Manhattan Love Story;7,0;https://www.imdb.com/title/tt3514886;https://m.media-amazon.com/images/M/MV5BMjM3MjgzMzE3NF5BMl5BanBnXkFtZTgwNDczOTA5MjE@._V1_UY268_CR9,0,182,268_AL_.jpg;1;11;11;False;;Completed
57;Maniac;7,8;https://www.imdb.com/title/tt5580146;https://m.media-amazon.com/images/M/MV5BMDMwOTgyNzYtNWI2Zi00MDcwLWEyNmUtMGQ5YzA3ZTljMTA2XkEyXkFqcGdeQXVyNjU2ODM5MjU@._V1_UY268_CR1,0,182,268_AL_.jpg;1;10;0;False;;Whatever
58;Mindhunter;8,6;https://www.imdb.com/title/tt5290382;https://m.media-amazon.com/images/M/MV5BNWNmYzQ1ZWUtYTQ3ZS00Y2UwLTlkMDctZThlOTJkMGJiNzBiXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX182_CR0,0,182,268_AL_.jpg;1;10;0;False;;Whatever
59;Misfits;8,2;https://www.imdb.com/title/tt1548850;https://m.media-amazon.com/images/M/MV5BNzRiNDcyZjItNzc1ZC00OTk3LWI3ZTItNDc0NTgxNjg3ZTZhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjM4NjgwODc@._V1_SX680_CR0,0,680,999_AL_.jpg;5;8;8;False;;Completed
60;Mr. Robot;8,5;https://www.imdb.com/title/tt4158110;https://m.media-amazon.com/images/M/MV5BYmI1YmMwYzctYWRjNC00OWY4LWFjMzQtOTg2MmYzM2NkZDZmXkEyXkFqcGdeQXVyNTg1MjA0OTA@._V1_.jpg;1;10;0;False;;On Hold
61;Mythic Quest: Raven's Banquet;7,5;https://www.imdb.com/title/tt8879940/;https://m.media-amazon.com/images/M/MV5BYjUyMmJjZmUtY2VhZi00YTY0LTg5NmMtYzU3NDM4N2YzNzk3XkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_UY268_CR1,0,182,268_AL_.jpg;1;9;0;False;;Hmmm
62;New Girl;7,7;https://www.imdb.com/title/tt1826940;https://m.media-amazon.com/images/M/MV5BMjA0MDc1NTk0Ml5BMl5BanBnXkFtZTgwMTk2ODA5NDM@._V1_SY1000_SX800_AL_.jpg;7;8;8;False;;Completed
63;No Tomorrow;7,2;https://www.imdb.com/title/tt5595688;https://m.media-amazon.com/images/M/MV5BMTc2ODUwNjgyMF5BMl5BanBnXkFtZTgwNTE0NDg4OTE@._V1_UX182_CR0,0,182,268_AL_.jpg;1;13;13;False;;Completed
64;Once Upon a Time;7,7;https://www.imdb.com/title/tt1843230;https://m.media-amazon.com/images/M/MV5BOGJiYThmZTAtNDhkNi00MDNhLWI1ZjktMmY1MTZlZGUxNzU0XkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_SX750_CR0,0,750,999_AL_.jpg;5;23;19;False;;On Hold
65;One Day at a Time;8,2;https://www.imdb.com/title/tt5339440;https://m.media-amazon.com/images/M/MV5BMTU2OTQ5NDY5Nl5BMl5BanBnXkFtZTgwNTE2NzU2NDM@._V1_SY1000_CR0,0,674,1000_AL_.jpg;1;13;0;False;;Comedy
66;Orange Is The New Black;8,1;https://www.imdb.com/title/tt2372162;https://m.media-amazon.com/images/M/MV5BMjA1ODMzNDM5Ml5BMl5BanBnXkFtZTgwNDU0NjQ5MTE@._V1_SY1000_CR0,0,679,1000_AL_.jpg;1;13;0;False;;Comedy
67;Orphan Black;8,3;https://www.imdb.com/title/tt2234222/;https://m.media-amazon.com/images/M/MV5BZjM1ZTVlMGYtNjVkZS00OGMzLWFjMmYtYTE3NjJhZDRlODY3XkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_UX182_CR0,0,182,268_AL_.jpg;1;10;0;False;;Hmmm
68;Parks and Recreation;8,6;https://www.imdb.com/title/tt1266020/;https://m.media-amazon.com/images/M/MV5BMjA5MjUxNDgwNF5BMl5BanBnXkFtZTgwMDI5NjMwNDE@._V1_.jpg;1;6;0;False;;Comedy
69;Peaky Blinders;8,8;https://www.imdb.com/title/tt2442560;https://m.media-amazon.com/images/M/MV5BMTQxODYzNTQzOV5BMl5BanBnXkFtZTgwMTI2MDYwMDE@._V1_.jpg;1;6;0;False;;Hmmm
70;Pennyworth;8,0;https://www.imdb.com/title/tt8425532;https://m.media-amazon.com/images/M/MV5BODE0YTRjYjYtMDIwOC00MjE3LWIyYTAtYTY5MGJlMmEwNWZhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SY1000_CR0,0,666,1000_AL_.jpg;1;10;0;False;;Hmmm
71;Powerless;6,3;https://www.imdb.com/title/tt5083928;https://m.media-amazon.com/images/M/MV5BMDc5ZjM3NzMtOTU1ZS00ZGE1LWFlNmYtYWE1NjgzMzkzYTk5L2ltYWdlXkEyXkFqcGdeQXVyNjMxNzcwOTI@._V1_UX182_CR0,0,182,268_AL_.jpg;1;12;12;False;;Completed
72;Raising Dion;7,2;https://www.imdb.com/title/tt7826108;https://m.media-amazon.com/images/M/MV5BZTgyYjZjMzktNjk1OC00ZDdmLThmODEtNzUxMzcyY2Y1YzBmXkEyXkFqcGdeQXVyMjMzNTEyMzk@._V1_SY1000_CR0,0,675,1000_AL_.jpg;1;9;0;False;;Hmmm
73;Resident Alien;0;https://www.imdb.com/title/tt8690918/;https://m.media-amazon.com/images/M/MV5BM2Y1OWY2NTMtMjdlNy00NjIxLWFhNGMtYTliNzlmMjdmZTgyXkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_SY1000_CR0,0,666,1000_AL_.jpg;1;0;0;False;;Not Aired Yet
74;Rick and Morty;9,2;https://www.imdb.com/title/tt2861424;https://m.media-amazon.com/images/M/MV5BMjRiNDRhNGUtMzRkZi00MThlLTg0ZDMtNjc5YzFjYmFjMmM4XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_.jpg;1;11;0;False;;Comedy
75;Riverdale;7,1;https://www.imdb.com/title/tt5420376/;https://m.media-amazon.com/images/M/MV5BZDNmNmI5MGItMjUyOC00ODg4LWE0NmEtMzg5MjUzOWI2MDcwXkEyXkFqcGdeQXVyNjYzNDE4ODA@._V1_SY1000_CR0,0,666,1000_AL_.jpg;4;22;11;False;;Watching
76;Runaways;7,1;https://www.imdb.com/title/tt1236246;https://m.media-amazon.com/images/M/MV5BOTk4ODQzMTkwNF5BMl5BanBnXkFtZTgwNDM0NzgxNDM@._V1_SY1000_SX648_AL_.jpg;1;10;10;False;;Season Completed
77;Scrubs;8,3;https://www.imdb.com/title/tt0285403;https://m.media-amazon.com/images/M/MV5BODE1MGVjZjMtODc5My00ODBjLTg0NWItMDllNTNlM2Y3ZGYyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SY1000_CR0,0,647,1000_AL_.jpg;1;24;0;False;;Comedy
78;See;7,6;https://www.imdb.com/title/tt7949218;https://m.media-amazon.com/images/M/MV5BYWI2ZmM5ZTgtOTgxYS00MTQ4LThkMjQtZjBlNGM3NjQ5YTI5XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg;1;9;9;False;;Season Completed
79;Shameless;8,6;https://www.imdb.com/title/tt1586680;https://m.media-amazon.com/images/M/MV5BMTM2MTEzMDQ1OV5BMl5BanBnXkFtZTcwNzA1NTcxNA@@._V1_SY1000_CR0,0,788,1000_AL_.jpg;1;12;0;False;;Comedy
80;Sherlock;9,1;https://www.imdb.com/title/tt1475582;https://m.media-amazon.com/images/M/MV5BZjg2MjE4ZDctNmZhYy00YmJmLTlhODYtNjNkODM4MTkzODg2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTk2NDEzNzM@._V1_.jpg;1;3;0;False;;Hmmm
81;Stranger Things;8,8;https://www.imdb.com/title/tt4574334/;https://m.media-amazon.com/images/M/MV5BMjEzMDAxOTUyMV5BMl5BanBnXkFtZTgwNzAxMzYzOTE@._V1_.jpg;3;8;8;False;;Season Completed
82;Supernatural;8,1;https://www.imdb.com/title/tt0460681/;https://m.media-amazon.com/images/M/MV5BMTJhM2VhZDItMTk4OS00MTRjLTlmMDQtNzEyYmM0NDA0YjhjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg;10;23;20;True;;Watching
83;Switched at Birth;7,7;https://www.imdb.com/title/tt1758772;https://m.media-amazon.com/images/M/MV5BMTMxOTg1NTIxMF5BMl5BanBnXkFtZTcwNjkwOTM4NQ@@._V1_.jpg;1;30;0;False;;Comedy
84;Taboo;8,5;https://www.imdb.com/title/tt3647998;https://m.media-amazon.com/images/M/MV5BMTYyNTQwNzk0OV5BMl5BanBnXkFtZTgwMDAyMDI2MDI@._V1_UX182_CR0,0,182,268_AL_.jpg;1;8;0;False;;Hmmm
85;The 100;7,7;https://www.imdb.com/title/tt2661044;https://m.media-amazon.com/images/M/MV5BNjk0ZjEzNGEtOTg5Yy00ZTU3LWE1NTQtNWI4MTJmMTlkMTVhXkEyXkFqcGdeQXVyNDc0NDgwODI@._V1_SY1000_CR0,0,666,1000_AL_.jpg;1;13;0;False;;Hmmm
86;The Big Bang Theory;8,1;https://www.imdb.com/title/tt0898266;https://m.media-amazon.com/images/M/MV5BMjQzMTYyODM4M15BMl5BanBnXkFtZTcwMTAxMDU1MQ@@._V1_.jpg;12;24;24;False;;Completed
87;The Boys;8,7;https://www.imdb.com/title/tt1190634;https://m.media-amazon.com/images/M/MV5BMTAzMDkyOTMzNzBeQTJeQWpwZ15BbWU4MDA4NzgxNDYz._V1_SY1000_CR0,0,799,1000_AL_.jpg;1;8;0;False;;Hmmm
88;The Collector;6,7;https://www.imdb.com/title/tt0380869/;https://m.media-amazon.com/images/M/MV5BMTIxOTQzNzIwMF5BMl5BanBnXkFtZTcwMzU0NzUyMQ@@._V1_.jpg;1;14;0;False;;Whatever
89;The Dangerous Book for Boys;5,9;https://www.imdb.com/title/tt1082583;https://m.media-amazon.com/images/M/MV5BMjM1NjczMDQ4Ml5BMl5BanBnXkFtZTgwMzk5NTY4NDM@._V1_UX182_CR0,0,182,268_AL_.jpg;1;6;0;False;;Whatever
90;The Dark Crystal: Age of Resistance ;8,6;https://www.imdb.com/title/tt6905542;https://m.media-amazon.com/images/M/MV5BNjVjODZmYWEtNjZhNC00MTdkLTgyMGYtNDBiODRmMzJkMDdjXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SY1000_CR0,0,675,1000_AL_.jpg;1;10;0;False;;Hmmm
91;The Defenders;7,3;https://www.imdb.com/title/tt4230076;https://m.media-amazon.com/images/M/MV5BNWU4NmY3MTMtMTBmMi00NjFjLTkwMmItYWZhZWUwNDg5M2ExXkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_SY1000_CR0,0,674,1000_AL_.jpg;1;8;8;False;;Completed
92;The Dragon Prince;8,4;https://www.imdb.com/title/tt8688814;https://m.media-amazon.com/images/M/MV5BMjA5MjEwODU1MV5BMl5BanBnXkFtZTgwNzk0MzA5NTM@._V1_SY1000_SX750_AL_.jpg;1;9;0;False;;Whatever
